Data from T1_Reflection__156__00-20-01-039.txt Node

Date: Thu Jun 03 00:20:01 CEST 2021
User: mabdelazizm
Spectrometer: FLMS18565
Trigger mode: 0
Integration Time (sec): 2.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 12
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.071	-87.98
179.452	-176.68
179.833	-74.9
180.214	-98.18
180.595	-1406.54
180.977	-592.68
181.358	-319.18
181.739	-754.9
182.12	-296.82
182.501	-240.86
182.882	-91.44
183.262	-212.38
183.643	-100.32
184.024	-37.03
184.405	-17.63
184.786	-8.37
185.166	-12.58
185.547	-3.78
185.927	-7.34
186.308	-2.89
186.689	2.37
187.069	0.57
187.449	-1.17
187.83	-0.36
188.21	-0.61
188.59	-1.33
188.971	2.23
189.351	0.85
189.731	3.6
190.111	4.74
190.491	6.16
190.871	3.69
191.251	4.32
191.631	2.41
192.011	1.86
192.391	0.8
192.771	4.42
193.151	4.02
193.531	3.53
193.91	3.3
194.29	2.64
194.67	1.95
195.049	1.79
195.429	1.72
195.808	1.11
196.188	0.12
196.567	0.05
196.946	-0.44
197.326	-0.95
197.705	-0.73
198.084	-1.09
198.464	-1.28
198.843	-0.82
199.222	-1.57
199.601	0.35
199.98	0.45
200.359	0.65
200.738	2.34
201.117	3.2
201.496	3.08
201.875	2.26
202.254	1.43
202.632	1.29
203.011	1.55
203.39	1.31
203.768	2.11
204.147	4.35
204.525	4.17
204.904	4.37
205.282	4.46
205.661	3.44
206.039	4.87
206.418	4.2
206.796	5.07
207.174	4.94
207.552	5.92
207.931	5.01
208.309	4.09
208.687	3.78
209.065	3.31
209.443	2.29
209.821	2.12
210.199	0.03
210.577	-0.47
210.954	-1.01
211.332	-0.03
211.71	0.03
212.088	0.35
212.465	-0.2
212.843	-0.62
213.221	-0.72
213.598	-0.98
213.976	-1.13
214.353	-0.69
214.731	-0.52
215.108	0.18
215.485	-0.86
215.863	-0.39
216.24	-1.1
216.617	-0.58
216.994	-0.85
217.371	-0.77
217.749	-0.24
218.126	-0.21
218.503	-0.49
218.88	-0.6
219.256	0.1
219.633	0.44
220.01	0.63
220.387	1.39
220.764	1.19
221.14	1.16
221.517	1.48
221.894	1.44
222.27	2.48
222.647	2.5
223.023	2.23
223.4	2.5
223.776	2.75
224.153	2.46
224.529	2.38
224.905	2.98
225.282	3.11
225.658	3.03
226.034	2.68
226.41	2.48
226.786	2.47
227.162	2.34
227.538	2.34
227.914	2.12
228.29	2.11
228.666	1.8
229.042	1.79
229.418	1.79
229.793	1.65
230.169	1.74
230.545	1.58
230.92	1.56
231.296	1.53
231.672	1.39
232.047	1.2
232.422	1.12
232.798	0.83
233.173	0.67
233.549	0.73
233.924	0.54
234.299	0.21
234.674	0.15
235.05	0.13
235.425	0.22
235.8	0.14
