Data from T1_Reflection__57__14-04-14-991.txt Node

Date: Thu Jun 03 14:04:14 CEST 2021
User: mabdelazizm
Spectrometer: FLMS18565
Trigger mode: 0
Integration Time (sec): 2.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 12
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.071	25.38
179.452	68.49
179.833	62.15
180.214	66.47
180.595	61.1
180.977	56.91
181.358	59.06
181.739	44.29
182.12	53.89
182.501	33.22
182.882	12.89
183.262	-18.09
183.643	-40.05
184.024	-57.08
184.405	-33.63
184.786	-44.42
185.166	-51.89
185.547	-38.21
185.927	-31.53
186.308	-10.42
186.689	-2.6
187.069	0.71
187.449	-2.16
187.83	-13.49
188.21	-16.45
188.59	-20.87
188.971	-23.84
189.351	-25.06
189.731	-23.18
190.111	-15.21
190.491	-16.21
190.871	-10.67
191.251	-4.15
191.631	-5.6
192.011	-5.02
192.391	-1.31
192.771	4.97
193.151	7.78
193.531	8.64
193.91	8.1
194.29	9.64
194.67	9.03
195.049	8.38
195.429	6.68
195.808	3.14
196.188	2.5
196.567	-0.08
196.946	4.04
197.326	7.66
197.705	8.32
198.084	11.18
198.464	10.65
198.843	10.86
199.222	10.7
199.601	9.53
199.98	9.01
200.359	7.14
200.738	5.61
201.117	6.06
201.496	7.59
201.875	7.51
202.254	5.15
202.632	4.05
203.011	5.24
203.39	5.41
203.768	5.71
204.147	5.64
204.525	4.87
204.904	6.67
205.282	7.62
205.661	5.18
206.039	7.35
206.418	6.67
206.796	7.56
207.174	7.55
207.552	6.92
207.931	6.43
208.309	7.07
208.687	5.52
209.065	5.29
209.443	5.98
209.821	5.8
210.199	6.63
210.577	7.01
210.954	6.85
211.332	6.36
211.71	4.52
212.088	5.39
212.465	4.48
212.843	3.94
213.221	3.85
213.598	5.26
213.976	7.16
214.353	6.22
214.731	7.09
215.108	8.26
215.485	7.74
215.863	7.18
216.24	6.55
216.617	7.28
216.994	6.61
217.371	7.03
217.749	6.15
218.126	6.99
218.503	7.47
218.88	8.16
219.256	8.39
219.633	6.85
220.01	6.14
220.387	6.75
220.764	6.64
221.14	7.33
221.517	7.13
221.894	7.4
222.27	7.21
222.647	6.93
223.023	6.14
223.4	5.34
223.776	5.41
224.153	5.11
224.529	5.29
224.905	5.43
225.282	5.43
225.658	5.39
226.034	5.24
226.41	5.63
226.786	5.58
227.162	5.59
227.538	5.36
227.914	5.29
228.29	5.25
228.666	5.24
229.042	5.39
229.418	5.63
229.793	5.33
230.169	5.47
230.545	5.42
230.92	5.5
231.296	5.31
231.672	5.36
232.047	5.28
232.422	5.33
232.798	5.42
233.173	5.44
233.549	5.15
233.924	5.01
234.299	4.79
234.674	4.72
235.05	4.58
235.425	4.53
235.8	4.47
236.175	4.42
236.55	4.36
236.925	4.29
237.3	4.14
237.675	4.17
238.049	4.18
238.424	4.16
238.799	4.12
239.174	4.12
239.548	4
239.923	4.02
240.297	3.89
240.672	3.9
241.046	3.94
241.421	3.96
241.795	4.04
242.17	4.05
242.544	4.03
242.918	4.2
243.293	4.21
243.667	4.3
244.041	4.31
