Data from T1_Reflection__5__20-11-42-469.txt Node

Date: Wed Jun 02 20:11:42 CEST 2021
User: mabdelazizm
Spectrometer: FLMS18565
Trigger mode: 0
Integration Time (sec): 2.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 12
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.071	124.61
179.452	138.89
179.833	123.15
180.214	102.73
180.595	99.14
180.977	125.52
181.358	124.6
181.739	147.5
182.12	138.73
182.501	99.45
182.882	147.99
183.262	244
183.643	-323.17
184.024	-43
184.405	-8.94
184.786	3.49
185.166	-0.31
185.547	7.03
185.927	6.87
186.308	8.96
186.689	7.59
187.069	10.23
187.449	17.24
187.83	17.82
188.21	18.08
188.59	16.28
188.971	15.57
189.351	12.94
189.731	10.54
190.111	10.26
190.491	9.13
190.871	9.73
191.251	9.98
191.631	8.16
192.011	7.61
192.391	7.83
192.771	10.62
193.151	9.62
193.531	9.72
193.91	8.87
194.29	7.58
194.67	6.35
195.049	6.84
195.429	5.66
195.808	5.22
196.188	5.4
196.567	4.01
196.946	3.24
197.326	4.04
197.705	4.82
198.084	4.34
198.464	4.87
198.843	6.13
199.222	6.37
199.601	6.4
199.98	7.09
200.359	7.41
200.738	8.32
201.117	8.81
201.496	8.09
201.875	8.68
202.254	8.12
202.632	8.04
203.011	7.44
203.39	7.73
203.768	7.29
204.147	8.25
204.525	6.81
204.904	7.68
205.282	8.58
205.661	7.95
206.039	7.98
206.418	7.42
206.796	7.72
207.174	6.34
207.552	7.01
207.931	6.83
208.309	6.28
208.687	6.24
209.065	6.09
209.443	5.65
209.821	5.62
210.199	4.11
210.577	3.29
210.954	3.01
211.332	3.36
211.71	3.73
212.088	3.76
212.465	3.47
212.843	3.25
213.221	4.18
213.598	4.64
213.976	4.84
214.353	4.39
214.731	3.68
215.108	4.16
215.485	3.98
215.863	4.21
216.24	3.27
216.617	3.21
216.994	3.1
217.371	2.63
217.749	2.32
218.126	2.32
218.503	2.27
218.88	2.62
219.256	1.69
219.633	2.15
220.01	2.39
220.387	2.7
220.764	2.54
221.14	2.13
221.517	2.28
221.894	2.31
222.27	2.49
222.647	2.09
223.023	1.72
223.4	2.22
223.776	2.43
224.153	2.6
224.529	2.29
224.905	2.6
225.282	2.7
225.658	2.77
226.034	2.81
226.41	3
226.786	3.08
227.162	3.25
227.538	3.16
227.914	3.16
228.29	2.92
228.666	3.08
229.042	2.96
229.418	2.97
229.793	2.93
230.169	2.83
230.545	2.7
230.92	2.74
231.296	2.66
231.672	2.72
232.047	2.8
232.422	2.82
232.798	2.5
233.173	2.44
233.549	2.38
233.924	2.35
234.299	2.33
234.674	2.23
235.05	2.38
235.425	2.36
235.8	2.39
236.175	2.32
236.55	2.26
236.925	2.22
237.3	2.2
237.675	2.18
238.049	2.19
238.424	2.14
238.799	2.17
239.174	2.14
239.548	2.23
239.923	2.28
240.297	2.23
240.672	2.21
241.046	2.2
241.421	2.12
241.795	2.11
242.17	2.15
242.544	2.12
242.918	2.06
243.293	2.1
243.667	2.07
244.041	2.06
244.415	1.92
244.789	1.93
245.163	1.83
245.537	1.87
245.911	1.83
246.285	1.88
246.659	1.82
247.033	1.83
247.406	1.78
247.78	1.81
248.154	1.8
248.528	1.76
248.901	1.69
249.275	1.67
249.648	1.59
250.022	1.6
250.395	1.52
250.769	1.61
251.142	1.58
251.515	1.59
251.888	1.62
252.262	1.62
252.635	1.56
253.008	1.56
253.381	1.56
253.754	1.6
254.127	1.58
254.5	1.52
254.873	1.53
255.246	1.55
255.619	1.53
255.992	1.5
256.364	1.48
256.737	1.49
257.11	1.48
257.483	1.42
257.855	1.41
258.228	1.41
258.6	1.43
258.973	1.47
259.345	1.44
259.718	1.44
260.09	1.4
260.462	1.34
260.834	1.36
261.207	1.31
261.579	1.32
261.951	1.37
262.323	1.4
262.695	1.39
263.067	1.4
263.439	1.41
263.811	1.43
