Data from T2_Reflection__40__19-17-18-230.txt Node

Date: Fri Jun 04 19:17:18 CEST 2021
User: mabdelazizm
Spectrometer: FLMS18565
Trigger mode: 0
Integration Time (sec): 2.000000E0
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 12
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.071	157.06
179.452	103.25
179.833	94.36
180.214	67.31
180.595	25.63
180.977	41.83
181.358	82.72
181.739	52.51
182.12	57.85
182.501	32.17
182.882	-53.91
183.262	-365.71
183.643	-55.95
184.024	-47.49
184.405	-15.13
184.786	3.75
185.166	-2.73
185.547	13.71
185.927	17.16
186.308	19.09
186.689	19.06
187.069	15.88
187.449	6.9
187.83	3.83
188.21	8.44
188.59	10.78
188.971	13.33
189.351	15.29
189.731	14.16
190.111	17.42
190.491	16.32
190.871	13.54
191.251	15.69
191.631	16.71
192.011	18
192.391	21.99
192.771	22.6
193.151	21.05
193.531	21.02
193.91	19.83
194.29	18.22
194.67	19.24
195.049	15.64
195.429	14.77
195.808	14.06
196.188	10.19
196.567	10.61
196.946	12.89
197.326	11.69
197.705	10.54
198.084	8.74
198.464	8.03
198.843	9.31
199.222	10.09
199.601	8.54
199.98	11.22
200.359	11.53
200.738	10.98
201.117	10.22
201.496	9.41
201.875	10.15
202.254	11.46
202.632	11.44
203.011	11.87
203.39	10.97
203.768	10.2
204.147	8.84
204.525	7.17
204.904	4.84
205.282	5.93
205.661	6.22
206.039	8.18
206.418	6.36
206.796	9.18
207.174	8.67
207.552	10.11
207.931	11.55
208.309	12.39
208.687	12.84
209.065	13.45
209.443	11.04
209.821	9.56
210.199	9.06
210.577	7.86
210.954	8.24
211.332	7.61
211.71	5.81
212.088	6.48
212.465	6.58
212.843	5.76
213.221	5.45
213.598	8.46
213.976	7.5
214.353	6.9
214.731	5.48
215.108	5.14
215.485	3.26
215.863	3.39
216.24	2.8
216.617	2.43
216.994	1.77
217.371	1.62
217.749	0.71
218.126	0.93
218.503	0.53
218.88	0.19
219.256	1.02
219.633	0.77
220.01	0.88
220.387	1.67
220.764	1.56
221.14	2.92
221.517	2.56
221.894	2.59
222.27	2.47
222.647	2.17
223.023	2
223.4	2.42
223.776	3.1
224.153	3.03
224.529	3.68
224.905	4.27
225.282	4.62
225.658	3.78
226.034	3.83
226.41	3.84
226.786	3.2
227.162	3.29
227.538	2.96
227.914	3.04
228.29	2.83
228.666	2.48
229.042	2.51
229.418	2.59
229.793	2.32
230.169	2.17
230.545	1.78
